read_code,read_term,QOF,cat2,cat1
X200Y,Old lateral myocardial infarction,No,Chronic cardiac disease,comorbidities
X200Z,Old posterior myocardial infarction,No,Chronic cardiac disease,comorbidities
X200a,Silent myocardial infarction,No,Chronic cardiac disease,comorbidities
X200b,Accelerated coronary artery disease in transplanted heart,No,Chronic cardiac disease,comorbidities
X200c,Cardiac syndrome X,No,Chronic cardiac disease,comorbidities
X200d,Post-infarction ventricular septal defect,No,Chronic cardiac disease,comorbidities
X200e,Cardiac rupture after acute myocardial infarction,No,Chronic cardiac disease,comorbidities
X200v,Familial mitral valve prolapse,No,Chronic cardiac disease,comorbidities
X2010,Congenital mitral valve abnormality,No,Chronic cardiac disease,comorbidities
X2018,Congenital aortic regurgitation,No,Chronic cardiac disease,comorbidities
X201B,Congenital aortic valve abnormality,No,Chronic cardiac disease,comorbidities
X201F,Congenital tricuspid regurgitation,No,Chronic cardiac disease,comorbidities
X201H,Congenital tricuspid valve abnormality,No,Chronic cardiac disease,comorbidities
X201M,Congenital pulmonary regurgitation,No,Chronic cardiac disease,comorbidities
X201W,Congestive obstructive cardiomyopathy,No,Chronic cardiac disease,comorbidities
X201X,Fatty degeneration heart,No,Chronic cardiac disease,comorbidities
X201Y,Hypertrophic cardiomyopathy,No,Chronic cardiac disease,comorbidities
X201Z,Secondary dilated cardiomyopathy,No,Chronic cardiac disease,comorbidities
X201a,Post-myocarditic cardiomyopathy,No,Chronic cardiac disease,comorbidities
X201b,Cardiomyopathy in the puerperium,No,Chronic cardiac disease,comorbidities
X201c,Familial dilated cardiomyopathy,No,Chronic cardiac disease,comorbidities
X201d,Restrictive cardiomyopathy without endomyocardial fibrosis,No,Chronic cardiac disease,comorbidities
X201e,Familial restrictive cardiomyopathy,No,Chronic cardiac disease,comorbidities
X201f,Specific heart muscle disorder,No,Chronic cardiac disease,comorbidities
X201g,Chronic myocardial disorder due to chemical/external agent,No,Chronic cardiac disease,comorbidities
X201h,Drug-induced specific heart muscle disorder,No,Chronic cardiac disease,comorbidities
X202k,Heart failure as a complication of care,No,Chronic cardiac disease,comorbidities
X202l,Right ventricular failure,No,Chronic cardiac disease,comorbidities
X202q,Mural thrombus,No,Chronic cardiac disease,comorbidities
X202r,Post-infarction mural thrombus,No,Chronic cardiac disease,comorbidities
X202s,Intracardiac thrombosis in low output state,No,Chronic cardiac disease,comorbidities
X203E,Chronic cor pulmonale,No,Chronic cardiac disease,comorbidities
X203H,Eisenmenger's syndrome,No,Chronic cardiac disease,comorbidities
X203e,Coronary artery stenosis,No,Chronic cardiac disease,comorbidities
X203k,Coronary embolus,No,Chronic cardiac disease,comorbidities
X203v,Coronary artery thrombosis,No,Chronic cardiac disease,comorbidities
X204f,Coronary artery dissection,No,Chronic cardiac disease,comorbidities
X204q,Coronary artery rupture,No,Chronic cardiac disease,comorbidities
X204x,Coronary artery perforation,No,Chronic cardiac disease,comorbidities
X205P,Coronary steal syndrome,No,Chronic cardiac disease,comorbidities
X207c,Congenital abnormality of great veins and coronary sinus,No,Chronic cardiac disease,comorbidities
X40AV,Congenital heart disease in pregnancy,No,Chronic cardiac disease,comorbidities
X708p,Severe scapuloperoneal muscular dystrophy wth cardiomyopathy,No,Chronic cardiac disease,comorbidities
X70MZ,Syphilitic coronary artery disease,No,Chronic cardiac disease,comorbidities
X776w,Right ventricular fibromuscular infundibular stenosis,No,Chronic cardiac disease,comorbidities
X776x,Right ventricular muscular infundibular stenosis,No,Chronic cardiac disease,comorbidities
X777h,Bicuspid doming of aortic cusp,No,Chronic cardiac disease,comorbidities
X778Q,Coronary artery occluded,No,Chronic cardiac disease,comorbidities
X778W,Coronary graft stenosis,No,Chronic cardiac disease,comorbidities
X778X,Coronary graft occluded,No,Chronic cardiac disease,comorbidities
X778j,Aortic root congenital abnormality,No,Chronic cardiac disease,comorbidities
X77tW,Congenital heart disease,No,Chronic cardiac disease,comorbidities
X77tX,Fusion of tricuspid valve cusps NEC,No,Chronic cardiac disease,comorbidities
X77tY,Congenital insufficiency of heart valve NEC,No,Chronic cardiac disease,comorbidities
X77tZ,Hypoplasia of heart NOS,No,Chronic cardiac disease,comorbidities
X77ta,"Congenital heart disease, septal and bulbar anomalies",No,Chronic cardiac disease,comorbidities
X77td,Congenital cardiac rotation,No,Chronic cardiac disease,comorbidities
X77th,Congenital abnormality of relationship of cardiac component,No,Chronic cardiac disease,comorbidities
X77ti,Abnormal relationship of right ventricle to left ventricle,No,Chronic cardiac disease,comorbidities
X77tj,Criss-cross heart,No,Chronic cardiac disease,comorbidities
X77tk,Abnormal relationship of aortic orifice to pulmonary orifice,No,Chronic cardiac disease,comorbidities
X77tl,Mirror-imaged heart,No,Chronic cardiac disease,comorbidities
X77tm,Congenital abnormality of cardiac connection,No,Chronic cardiac disease,comorbidities
X77to,Abnormal atrioventricular connection,No,Chronic cardiac disease,comorbidities
X77tp,Abnormal atrioventricular connection - biventricular,No,Chronic cardiac disease,comorbidities
X77tq,Cor triloculare biventriculare,No,Chronic cardiac disease,comorbidities
X77tr,Discordant atrioventricular connection,No,Chronic cardiac disease,comorbidities
X77tt,Ambiguous atrioventricular connection,No,Chronic cardiac disease,comorbidities
X77tu,Absent atrioventricular connection with straddling valve,No,Chronic cardiac disease,comorbidities
X77tv,Abnormal atrioventricular connection - univentricular,No,Chronic cardiac disease,comorbidities
X77tw,Double inlet ventricle,No,Chronic cardiac disease,comorbidities
X77tx,Double inlet right ventricle,No,Chronic cardiac disease,comorbidities
X77ty,Double inlet left ventricle,No,Chronic cardiac disease,comorbidities
X77tz,Double inlet to ventricle of indeterminate morphology,No,Chronic cardiac disease,comorbidities
X77u0,Absent right sided atrioventricular connection,No,Chronic cardiac disease,comorbidities
X77u1,Left sided atrium connecting to left ventricle,No,Chronic cardiac disease,comorbidities
X77u2,Left sided atrium connecting to right ventricle,No,Chronic cardiac disease,comorbidities
X77u3,Left sided atrium connecting to both ventricles,No,Chronic cardiac disease,comorbidities
X77u4,Lt side atrium connecting ventricle indeterminate morphology,No,Chronic cardiac disease,comorbidities
X77u5,Absent left sided atrioventricular connection,No,Chronic cardiac disease,comorbidities
X77u6,Right sided atrium connecting to right ventricle,No,Chronic cardiac disease,comorbidities
X77u7,Right sided atrium connecting to both ventricles,No,Chronic cardiac disease,comorbidities
X77u8,Rt sided atrium connectng ventricle indeterminate morphology,No,Chronic cardiac disease,comorbidities
X77u9,Abnormal ventriculoarterial connection,No,Chronic cardiac disease,comorbidities
X77uB,Transposition of aorta,No,Chronic cardiac disease,comorbidities
X77uC,Discordt ventric/arterial connct + concordt atriovent connct,No,Chronic cardiac disease,comorbidities
X77uE,Double outlet rt ventricle + subaort ventriculr septl defect,No,Chronic cardiac disease,comorbidities
X77uF,Double outlet rt vent + noncommitted ventriculr septl defect,No,Chronic cardiac disease,comorbidities
X77uG,Double outlet rt vent + doubly commit ventric septal defect,No,Chronic cardiac disease,comorbidities
X77uH,Double outlet left ventricle,No,Chronic cardiac disease,comorbidities
X77uI,Double outlet from ventricle of indeterminate morphology,No,Chronic cardiac disease,comorbidities
X77uJ,Single outlet ventriculoarterial connection,No,Chronic cardiac disease,comorbidities
X77uL,Solitary aortic trunk with pulmonary atresia,No,Chronic cardiac disease,comorbidities
X77uM,Solitary pulmonary trunk with aortic atresia,No,Chronic cardiac disease,comorbidities
X77uN,Solitary arterial trunk,No,Chronic cardiac disease,comorbidities
X77uV,Anomalous insertion right superior vena cava to left atrium,No,Chronic cardiac disease,comorbidities
X77uX,Laevoatrial cardinal vein,No,Chronic cardiac disease,comorbidities
X77uY,Absent bridging vein,No,Chronic cardiac disease,comorbidities
X77uf,Inferior vena cava connecting to morphological left atrium,No,Chronic cardiac disease,comorbidities
X77ug,Inferior vena cava connecting to coronary sinus,No,Chronic cardiac disease,comorbidities
X77uj,Pulmonary vein abnormality,No,Chronic cardiac disease,comorbidities
X77uk,Anomalous termination of right pulmonary vein,No,Chronic cardiac disease,comorbidities
X77ul,Anomalous pulmonary venous connection,No,Chronic cardiac disease,comorbidities
X77um,Obstructed pulmonary venous connection,No,Chronic cardiac disease,comorbidities
X77un,Congenital pulmonary vein stenosis,No,Chronic cardiac disease,comorbidities
X77uo,Coronary sinus abnormality,No,Chronic cardiac disease,comorbidities
X77up,Coronary sinus defect in left atrium,No,Chronic cardiac disease,comorbidities
X77uq,Absent coronary sinus,No,Chronic cardiac disease,comorbidities
X77ur,Coronary sinus orifice atresia,No,Chronic cardiac disease,comorbidities
X77us,Congenital coronary sinus stenosis,No,Chronic cardiac disease,comorbidities
X77ut,Coronary sinus to left ventricle fistula,No,Chronic cardiac disease,comorbidities
X77uu,Congenital aneurysm of coronary sinus,No,Chronic cardiac disease,comorbidities
X77uv,Ductus venosus abnormality,No,Chronic cardiac disease,comorbidities
X77uw,Patent ductus venosus,No,Chronic cardiac disease,comorbidities
X77uy,Abnormal connection of hepatic vein to atrium,No,Chronic cardiac disease,comorbidities
X77uz,Congenital abnormality of atria and atrial septum,No,Chronic cardiac disease,comorbidities
X77v0,Isomerism of atrial appendages,No,Chronic cardiac disease,comorbidities
X77v1,Isomerism of right appendage,No,Chronic cardiac disease,comorbidities
X77v2,Isomerism of left appendage,No,Chronic cardiac disease,comorbidities
X77v3,Mirror imaged atria,No,Chronic cardiac disease,comorbidities
X77v6,Obstructive Eustachian valve,No,Chronic cardiac disease,comorbidities
X77v7,Prolapse of Eustachian valve,No,Chronic cardiac disease,comorbidities
X77v8,Anomalous valve of coronary sinus,No,Chronic cardiac disease,comorbidities
X77v9,Filigreed network of venous valves,No,Chronic cardiac disease,comorbidities
X77vB,Right atrial appendage absent,No,Chronic cardiac disease,comorbidities
X77vC,Right atrial appendage - left - juxtaposition,No,Chronic cardiac disease,comorbidities
X77vE,Right atrial endocardial fibroelastosis,No,Chronic cardiac disease,comorbidities
X77vF,Right atrial hypoplasia,No,Chronic cardiac disease,comorbidities
X77vK,Divided left atrium,No,Chronic cardiac disease,comorbidities
X77vL,Supramitral left atrial ring,No,Chronic cardiac disease,comorbidities
X77vN,Left atrial appendage absent,No,Chronic cardiac disease,comorbidities
X77vO,Left atrial appendage - right - juxtaposition,No,Chronic cardiac disease,comorbidities
X77vQ,Left atrial endocardial fibroelastosis,No,Chronic cardiac disease,comorbidities
X77vR,Left atrial hypoplasia,No,Chronic cardiac disease,comorbidities
X77vW,Premature closure of foramen ovale,No,Chronic cardiac disease,comorbidities
X77vX,Foramen ovale valvar aneurysm,No,Chronic cardiac disease,comorbidities
X77va,Interauricular septal defect,No,Chronic cardiac disease,comorbidities
X77vc,Auricular septal defect NOS,No,Chronic cardiac disease,comorbidities
X77vd,Sinus venosus defect,No,Chronic cardiac disease,comorbidities
X77ve,Sinus venosus defect with overriding superior vena cava,No,Chronic cardiac disease,comorbidities
X77vf,Sinus venosus defect with overriding inferior vena cava,No,Chronic cardiac disease,comorbidities
X77vi,Atrioventricular septal defect - isolated atrial component,No,Chronic cardiac disease,comorbidities
X77vj,Cong abnorm atrioventricular valves & av septal defect,No,Chronic cardiac disease,comorbidities
X77vn,Tricuspid leaflet dysplasia,No,Chronic cardiac disease,comorbidities
X77vo,Tricuspid annulus hypoplasia,No,Chronic cardiac disease,comorbidities
X77vp,Dilatation of tricuspid annulus,No,Chronic cardiac disease,comorbidities
X77vr,Overriding tricuspid valve,No,Chronic cardiac disease,comorbidities
X77vs,Straddling tricuspid valve,No,Chronic cardiac disease,comorbidities
X77vu,Absent tricuspid leaflet,No,Chronic cardiac disease,comorbidities
X77vv,Double orifice of tricuspid valve,No,Chronic cardiac disease,comorbidities
X77vx,True cleft of tricuspid leaflet,No,Chronic cardiac disease,comorbidities
X77vz,Accessory tissue on tricuspid leaflet,No,Chronic cardiac disease,comorbidities
X77w1,Arcade abnormality of tricuspid chordae tendinae,No,Chronic cardiac disease,comorbidities
X77w2,Tricuspid chordae tendinae too short,No,Chronic cardiac disease,comorbidities
X77w3,Tricuspid chordae tendinae too long,No,Chronic cardiac disease,comorbidities
X77w4,Tricuspid chordae tendinae to outlet septum,No,Chronic cardiac disease,comorbidities
X77w6,Parachute malformation of tricuspid valve,No,Chronic cardiac disease,comorbidities
X77w7,Absent tricuspid papillary muscle,No,Chronic cardiac disease,comorbidities
X77w8,Fused tricuspid papillary muscle,No,Chronic cardiac disease,comorbidities
X77w9,Hypoplastic tricuspid papillary muscle,No,Chronic cardiac disease,comorbidities
X77wB,Mitral atresia,No,Chronic cardiac disease,comorbidities
X77wD,Mitral valve dysplasia,No,Chronic cardiac disease,comorbidities
X77wE,Mitral leaflet dysplasia,No,Chronic cardiac disease,comorbidities
X77wF,Mitral valve hypoplasia,No,Chronic cardiac disease,comorbidities
X77wH,Overriding mitral valve,No,Chronic cardiac disease,comorbidities
X77wJ,Straddling mitral valve,No,Chronic cardiac disease,comorbidities
X77wM,Absent mitral leaflets,No,Chronic cardiac disease,comorbidities
X77wN,Double orifice of mitral valve,No,Chronic cardiac disease,comorbidities
X77wO,Ebstein-like downward displacement of mitral valve,No,Chronic cardiac disease,comorbidities
X77wQ,True cleft of mitral leaflet,No,Chronic cardiac disease,comorbidities
X77wS,Anterior leaflet of mitral valve attached to septum,No,Chronic cardiac disease,comorbidities
X77wT,Accessory tissue on mitral leaflet,No,Chronic cardiac disease,comorbidities
X77wV,Arcade abnormality of mitral chordae tendinae,No,Chronic cardiac disease,comorbidities
X77wZ,Absent mitral papillary muscle,No,Chronic cardiac disease,comorbidities
X77wa,Fused mitral papillary muscles,No,Chronic cardiac disease,comorbidities
X77wb,Hypoplastic mitral papillary muscle,No,Chronic cardiac disease,comorbidities
X77wc,Atrioventricular septal defect & common atriovent junction,No,Chronic cardiac disease,comorbidities
X77we,Atrioventricular septal defect: isol ventricular component,No,Chronic cardiac disease,comorbidities
X77wf,Atrioventriculr sept defect: atrial & ventricular components,No,Chronic cardiac disease,comorbidities
X77wg,Atrioventricular septal defect - ventricular component,No,Chronic cardiac disease,comorbidities
X77wh,Atriovent sept def - vent comp under sup bridging leaflet,No,Chronic cardiac disease,comorbidities
X77wi,Atrioventricular septal defect - Rastelli A,No,Chronic cardiac disease,comorbidities
X77wj,Atrioventricular septal defect - Rastelli B,No,Chronic cardiac disease,comorbidities
